Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8,Dimension 9,Dimension 10,Dimension 11,Dimension 12
0.674049906,0.692350144,0.547607532,0.800831636,?,0.892367663,?,0.420519923,0.621653931,0.081937704,0.622664862,0.262929759
0.160093514,0.781720692,0.232897713,0.364766245,?,?,?,0.365821249,0.28348699,0.883042043,0.118565422,0.263421683
?,0.313499593,0.03639052,0.048394708,0.46836069,0.643305848,0.01266168,?,0.862449201,0.474688679,0.924370813,0.264524105
0.986810579,0.554481862,0.384703699,?,0.482764068,0.310819767,0.508959156,0.311600324,0.86932763,0.150601557,0.02986207,0.264624812
0.105108329,0.026122491,0.065366075,0.201111375,0.447111488,0.946350663,0.337572601,0.003465793,0.73068132,0.457143921,0.968129023,0.264674487
0.344483607,0.5516211,0.261190985,0.256453539,0.828061638,0.411626806,0.000562511,?,0.67316477,0.323973869,0.345912903,0.267274467
0.623566368,0.291699151,0.390961623,0.152649661,0.734269138,0.19611037,0.107855545,0.703991989,0.389173905,0.194271098,0.102201258,0.269541441
0.810445153,0.491666686,0.522031173,0.371605794,0.103935268,0.222419162,0.00912752,0.117076643,0.210487083,0.476553504,?,0.270123003
0.760930737,0.975379312,?,0.683157842,0.250719654,0.841332237,0.965854119,0.348774498,0.545845281,?,0.872764746,0.27032857
0.943568715,0.475487169,0.691221336,0.728570127,0.515868952,0.075917933,0.744875125,0.385313473,0.944248959,?,?,0.272512829
0.35350471,0.419051588,0.728655372,?,0.803207948,?,0.347039065,0.554211469,?,0.88483377,?,0.27641992
0.488292403,0.797589584,0.148946051,0.23982287,0.497976467,?,0.758690337,?,0.427287842,0.149842951,0.215219964,0.278410554
0.081565103,?,0.480350452,0.007765054,0.821483286,0.024441606,0.309557504,?,0.493745932,0.08560439,0.420542815,0.280512442
0.760876936,0.622275485,0.099200112,0.240660517,0.38971326,0.398377528,0.213118637,0.909784532,?,?,0.025167807,0.280946372
0.137451537,0.043880951,?,0.915135308,0.543604964,0.836020698,0.70535651,0.832598221,0.066457203,0.460431359,0.647586025,0.286769346
0.307932523,0.36284319,0.350887927,0.362121487,?,0.634096476,0.12410455,0.56802636,0.787770767,0.484753484,0.494422767,0.287402356
0.414700242,?,0.20224455,0.933102539,0.161732602,0.41765579,?,0.424735452,0.539169639,0.01178093,0.590192163,0.288155024
0.168501655,0.495233033,?,0.44904461,0.305995141,0.829865859,0.939876225,?,0.610961306,?,0.279556958,0.288449751
0.305719086,0.127574424,0.226644951,0.655657947,0.275040521,0.336463099,0.963616629,0.519724139,0.205622027,?,0.063692968,0.288881922
0.874545997,0.172189808,0.173742121,0.744920692,?,0.695099563,0.384039102,0.781750508,0.57121843,0.95148244,0.274172477,0.289296497
0.900420994,0.851303844,0.904884328,0.699292894,?,0.818188406,?,0.615955212,0.939397525,?,0.051691817,0.291706003
0.889970251,0.395819013,0.880362878,0.271032657,?,0.954410385,0.632938519,0.978625961,0.193916395,0.440818887,?,0.291806938
0.998549982,0.258130367,0.484722456,0.965458754,0.192732156,0.542461663,?,0.601455615,0.500886061,0.959151963,0.861803948,0.292634173
?,0.732820589,0.916491028,0.06647536,0.529675565,0.947103538,0.088940072,0.690420097,0.345745672,0.421963759,0.04615929,0.294708991
0.615892815,0.887573369,0.833817127,?,0.961573011,0.095629437,?,0.750229405,0.758745662,0.184815874,0.841832614,0.295526304
?,0.875203449,?,0.511432561,0.86754002,?,0.046558709,0.790708916,0.694328689,0.780140384,0.424034316,0.298062586
0.440724082,0.601543729,0.939762403,0.272959829,0.51554477,0.996682293,0.26816871,0.288820614,0.753337279,0.739817285,0.445540961,0.299054161
?,0.429429178,0.655656022,?,0.408916409,?,?,0.364930191,0.272644031,0.401524528,?,0.302672331
0.322669236,0.899616814,0.970765249,0.74310971,0.918855748,?,0.10185791,0.789352352,0.929351543,0.457951289,0.552618639,0.302809495
0.535158899,0.281825009,0.995165415,0.663238551,0.853288403,0.497748924,0.356728404,0.71516711,0.567501555,?,0.152030855,0.303390086
?,0.074860711,0.09362047,0.352125737,0.435774441,0.879219518,0.027193591,0.93440342,0.740129596,0.340960176,0.804202894,0.304454548
0.904297464,0.246327587,0.923385484,0.827149242,?,0.068014462,0.086411808,0.936824894,0.959334049,?,0.519358735,0.306106686
0.395765194,0.788607868,0.169260589,0.07506347,0.153547676,0.523670999,?,0.006419727,?,?,0.593798434,0.307462052
?,0.796532938,0.180779879,0.083437094,0.515787474,0.430731049,0.610252765,0.469497719,?,0.11956932,0.521905033,0.308951986
0.40625554,?,0.619343332,0.183039307,0.337491712,?,0.479220285,0.42848364,?,?,0.155948311,0.309463861
0.203613301,0.547568102,0.870297376,0.067386135,0.453245655,0.732463884,0.757501253,0.181425095,0.763338989,0.30009641,0.279885559,0.311438047
?,0.269257802,0.265664139,0.817396676,0.758900795,0.6527367,0.645287306,?,0.357676366,0.254949339,0.045267125,0.311964362
0.219262399,0.874065665,?,0.907464572,0.56602455,0.364868379,0.329795296,?,0.808001917,0.238498715,0.067210777,0.314430664
?,0.336063881,0.386088364,0.151812792,0.004841373,?,0.702217999,0.918258202,0.676615316,0.003270609,?,0.316412808
0.72987599,0.599401255,0.118523252,0.875094362,?,?,0.906767186,0.452758494,0.075901954,0.041405598,0.35182616,0.318723229
0.223486408,0.709462136,0.655884951,0.239757143,0.803169501,0.260141618,0.371094621,0.14419998,0.635284571,0.722914213,0.613400698,0.318752601
0.028295914,?,?,?,?,?,0.92266555,0.912495997,0.647068988,0.880728259,0.123231662,0.319233158
0.172441888,0.715598757,?,?,0.197040145,0.723064896,0.557191771,0.986008852,0.583125789,0.010562393,0.106505595,0.319603963
0.15439868,0.375739926,0.63621765,0.891788058,0.507626967,?,0.784712548,0.768500452,0.177601068,0.650129295,0.132917236,0.31964173
?,0.821119956,0.03016614,0.977559838,0.029647628,0.454421915,0.55216628,0.81500879,?,0.420151981,0.521274294,0.320324019
0.524704054,?,0.359567649,0.383727804,0.976763343,0.998615069,0.102607439,0.676153185,?,0.189110784,0.048945848,0.321297078
0.735930405,0.711983473,0.934090314,0.024512371,?,0.80408249,0.886186389,?,0.793767231,0.799574967,0.780442227,0.321663897
0.063829693,0.789858632,0.658003268,?,?,0.376643063,0.322265396,0.951887665,?,0.043116648,0.981797913,0.322714286
0.161337194,0.734162169,0.995465267,0.929120464,?,0.588977292,?,0.701014431,0.546233877,?,?,0.32292256
?,0.493668443,?,0.2213025,0.432938498,0.526904011,?,0.827147759,0.334790174,0.371935451,0.482055609,0.32432614
0.523799993,0.848517457,0.668211235,0.891715025,?,0.539808458,0.468674419,0.204655704,0.303009758,0.589118979,0.972545679,0.324376571
0.34826714,0.22425708,?,0.956289279,0.567902822,0.421340746,0.377741217,0.881456733,?,0.634222271,?,0.327950477
?,0.441790879,0.432824673,0.918015431,0.431348631,0.458064315,0.359506474,0.978564152,0.063631976,0.586233608,0.971261306,0.329674419
0.737804801,0.521046554,0.321451541,0.756038032,0.5291858,?,0.912215131,0.767144352,0.613641594,?,0.878873762,0.330094621
0.429514391,0.186685913,0.834957317,0.143015531,0.718287838,0.900020947,0.240827765,0.060568157,?,0.555468489,0.591579739,0.330373388
0.829654226,0.037328555,0.078129448,0.187563859,0.003674266,0.16858658,0.936993671,0.440049095,0.080707754,0.711828808,?,0.332168315
?,0.345683432,0.416920117,0.574877531,0.236785577,0.616089397,?,0.722472484,0.484301261,?,0.583414604,0.332909501
?,0.01553773,?,?,0.319183832,0.754510231,?,0.260914366,0.921352171,0.810257271,?,0.334010198
0.805422731,?,0.137478545,0.567784137,0.067590371,0.010309772,0.549380159,0.454070557,0.081422207,0.232358212,0.769330053,0.334997113
?,0.908256055,0.720015829,?,0.821723196,0.233524931,0.473646593,?,0.704931974,0.890107531,0.147437035,0.335618055
0.616971138,0.503824529,0.510962093,0.943750538,0.671456371,0.323878759,0.215554788,0.949153515,0.182357574,0.453087741,?,0.342332918
0.739666997,0.90416817,0.120719699,0.227245387,?,0.135776387,0.782488627,0.549433582,?,0.652300308,0.720888034,0.342934987
0.079312616,0.436542749,0.812048542,0.803278494,0.255234955,0.284146274,0.946819333,0.401294411,?,?,0.833477845,0.343500937
0.771672733,0.167343108,0.661539792,0.25635433,?,0.851005437,0.109077052,?,0.76561749,0.075684421,0.239255181,0.344395529
0.50585893,0.71332851,?,0.567195387,0.466875001,0.354092314,0.601090493,0.982858871,0.023327405,0.958315816,0.896862766,0.345778802
0.937431798,?,0.738783838,0.939795354,0.735196001,0.449632423,0.727417082,0.378289791,0.228175502,?,?,0.346197214
0.092545973,0.182489193,?,?,0.819143709,?,0.21026712,0.587180486,0.822179172,0.14918239,0.231199066,0.34633179
0.11514554,?,0.865032448,0.995626799,0.609512723,0.934281486,0.696659055,0.258956806,0.007585752,0.143954652,?,0.347434456
0.319906025,0.707701998,?,0.638659694,0.147953307,0.52278639,?,0.029350764,0.36779833,0.179167264,0.658684926,0.347699452
0.33247043,?,0.235703291,0.751825206,0.458957917,0.118901137,0.132384773,0.28300452,0.976101847,?,0.667900705,0.349961092
?,0.263231539,?,0.363292701,0.552207876,0.931283379,0.656342428,?,0.591904417,0.77787821,?,0.350015765
0.246705363,0.370850694,0.831821981,0.594835856,0.865439253,0.003282573,0.985805533,0.045359111,?,0.702913477,0.389364908,0.350317042
0.477257511,0.22194802,0.188338882,0.23297759,0.643686473,0.221210271,0.586371983,?,0.359351793,?,0.473251217,0.351060334
0.981317722,0.836714784,0.051598014,0.092859901,0.623989324,?,0.937541247,?,?,0.463526382,0.938890331,0.351371014
0.566409532,?,0.953638845,0.263205136,0.347084472,0.381185147,0.170597359,0.307034058,0.601208765,0.197783554,?,0.353747548
?,0.246138412,0.856799539,0.590518165,0.541107347,0.274907146,0.255999652,0.399912813,0.183878294,?,0.487098901,0.353868939
0.68350821,0.723402919,0.57163047,0.671989628,0.42485264,0.124729729,0.452387224,0.28789828,?,?,0.309346133,0.355806813
0.140545356,0.607587256,0.273654306,0.723080725,0.772149704,?,0.762313722,0.967449428,0.605087366,?,0.030402083,0.356253687
0.29644043,0.88615263,0.727993213,?,?,0.800044296,0.947986669,0.312408361,0.871907169,0.887122529,0.774786813,0.356899437
0.211291531,0.620065682,0.972072487,0.710735483,0.348361339,0.653824809,?,0.769893795,0.024024042,0.87486531,0.818327107,0.357118986
0.117059924,?,?,0.243967105,0.492601174,0.428977809,0.531021527,0.042256734,0.463491211,?,?,0.358505255
?,0.399274319,0.977806186,0.728173651,0.951279536,?,0.442776363,0.989412305,0.116014001,?,0.529219242,0.359037023
0.975134328,?,0.518253025,0.896074463,?,0.587281247,0.373461235,0.611886027,?,0.791141681,?,0.359888736
?,0.531872515,0.133878493,0.783372465,?,?,0.975711024,0.032768517,?,0.802277511,0.748316765,0.361129231
0.610349631,?,0.438125772,0.815004915,0.871944513,0.585849164,?,0.65438344,0.847988142,0.655537497,0.95364331,0.361735131
0.557699463,0.025642947,0.565134397,0.831609552,0.34994274,0.300604574,0.800125253,0.919148478,0.430900647,0.677148745,0.542142474,0.36201681
0.39150394,0.68022504,?,0.313925243,0.871865787,0.955333149,0.788750043,0.759381979,0.849246884,?,?,0.362141589
0.930174529,0.008640968,0.617241278,0.647211786,0.632477999,0.029305894,0.681357739,0.329491896,0.809285806,0.410811574,0.486538628,0.3647732
?,0.395871622,0.708307341,0.566889462,0.969671857,0.26265787,0.139098032,0.571210436,0.387037419,0.202702664,?,0.369446904
0.789951873,0.141112532,0.304998409,?,0.671380286,0.490014958,0.92193345,0.690587717,0.650197011,0.875768396,0.11690611,0.370805725
?,0.497545947,0.038437461,0.196172076,0.737138441,0.150459818,0.932236417,0.161527896,?,0.349764077,0.257261065,0.372683377
0.392070362,0.248494509,0.480402322,0.434285306,0.658074566,0.354794621,0.141678733,0.385353213,0.956957249,0.487971303,0.341410989,0.373487725
0.838583351,0.174564093,0.139590603,0.858189845,0.629394608,0.171031575,0.712844466,?,0.418951543,0.191957348,0.225455281,0.375821281
0.971481156,0.572658829,0.570177473,0.851160691,?,0.111604088,0.359303258,0.387269587,0.122729396,0.738690341,0.560791741,0.376215597
0.657936244,?,0.916347039,0.986189917,0.61941298,0.033895147,0.806767745,?,0.946630894,0.989082909,0.347882223,0.376339454
0.846156324,0.797570839,0.233757604,0.827918349,0.474564282,?,0.785039022,0.14202201,0.001659881,0.648702846,0.751805087,0.37651973
0.81946302,0.075028736,0.117053555,0.549415358,?,0.443500642,0.422452568,0.327727735,0.641114252,0.265781731,0.185682084,0.377864498
0.265022053,0.667595699,0.84699031,0.247411474,?,0.127714331,0.41268106,0.128710457,0.102062747,0.130364316,0.809155919,0.379063429
0.999755627,0.256014055,0.928943338,0.741317049,0.920180648,0.119955029,0.42169382,0.788141782,0.527934677,0.787634952,0.847900418,0.380416281
0.074352422,0.020076979,0.731255481,0.288651354,0.876055678,0.634474794,0.467254738,0.547367074,0.869084083,0.656140316,0.00334812,0.380681493
?,0.062064234,0.179976295,0.423678793,0.292304385,0.14061232,0.566219032,?,0.744479719,?,0.687005677,0.381403828
0.782468208,0.203534498,0.156668384,0.141601858,0.354933918,0.94746573,0.229152577,0.955819587,0.578261924,0.898468274,0.591147314,0.382076079
0.792617494,0.987006998,0.883390971,0.424605389,0.793581399,0.75896981,0.29345826,0.189346009,?,?,0.991088254,0.38341468
0.462281652,0.328132323,0.255391329,0.974723611,?,0.349140129,0.454470252,0.909641736,0.870169617,?,0.369435928,0.383924282
0.93461944,0.706893559,0.415620224,0.514458517,0.755042701,0.071757123,?,0.550664589,0.832979147,0.502940464,0.007408117,0.384389309
0.790319356,?,0.326239049,0.795515963,?,?,0.606182646,0.111281242,0.522276111,0.655556089,0.525717264,0.385017405
0.804040224,0.152808738,0.411996023,0.745822688,?,0.327614768,0.882778789,0.324786707,0.152140166,?,0.273967384,0.388039077
?,0.04211352,0.795310598,0.39590989,0.963977922,0.809905048,0.210971331,0.076150976,0.789800565,0.837609628,?,0.39090213
0.86328156,0.584571806,0.688269583,?,0.741949542,?,0.190375041,0.218116293,0.433174126,?,0.764247571,0.392599985
0.690751581,0.752658021,0.414358934,0.63412153,0.554120603,?,0.196379778,0.406861758,0.718953711,0.395381757,0.921955112,0.393807902
0.996711261,0.014492313,0.040313646,0.673690333,0.065359898,0.645557682,?,0.732709867,0.89391867,0.208243749,0.559976697,0.395365651
0.349484205,0.044613065,0.514106154,0.493553526,0.142961453,0.951405231,?,0.117178582,0.251094224,0.259552093,0.726868437,0.395949861
0.990505793,0.96399599,0.474608735,0.439624615,0.883596772,?,0.02797369,0.909050737,0.966090978,0.8506657,0.048927304,0.398866741
0.767813783,0.004634328,0.72421881,?,0.107305394,0.631363156,0.142832501,0.092426094,0.135301089,0.358951977,0.912713924,0.401694771
0.161562821,0.794801442,?,0.254842272,0.609096826,?,0.974365345,0.179955737,?,0.889196787,0.223093785,0.402828807
?,0.72501118,0.198611202,0.815578199,0.56770675,0.945527411,?,0.935938422,0.366015588,0.034390548,0.732730172,0.403521966
0.855699326,?,0.474152383,0.094352441,0.484626968,0.572203327,0.551974511,0.659852555,0.527703553,0.878270627,?,0.407972133
0.538481025,0.99489803,0.211053527,?,0.282358879,0.692992534,0.167095518,0.253093104,0.533418997,0.694632858,?,0.409799594
0.240579218,0.645550525,0.349587491,?,0.530722987,0.047459939,0.484391837,0.895693273,?,0.595135154,0.989421339,0.411087812
?,0.416112847,0.352535124,0.513127687,0.72019062,?,0.791777577,?,?,?,0.905092145,0.41121314
?,?,?,0.371481116,0.714958137,0.714608884,0.196204542,0.957070532,0.436639168,0.861541571,0.372277196,0.411671919
0.616324616,0.303077172,0.929730137,0.765649797,0.463363315,0.487401172,0.412644238,0.868296738,0.503255861,0.695355368,?,0.415764919
0.987303178,0.961621713,0.837972494,0.121491135,0.449205511,0.63793379,0.324343117,?,0.919855561,0.87789474,0.157763524,0.415836719
0.508872617,?,0.927111343,?,0.120180598,0.307488836,0.569152397,?,0.415591808,0.87779504,0.833036324,0.415930857
0.101419631,0.487231536,0.881001138,0.545119424,0.753066217,0.932979396,0.474941217,0.972444658,0.114259148,?,0.064195422,0.417786068
?,?,0.65985509,?,0.600980923,0.719782622,0.014217382,0.610939256,0.135933615,0.783092809,0.684065554,0.418591632
0.348197997,0.750539108,0.026213014,0.56537328,0.401910908,?,?,?,0.667564366,0.098292407,0.647630802,0.41986514
0.15051699,0.003358097,0.852447977,0.667630067,0.638612653,?,?,?,0.851365924,?,0.633663262,0.419902187
0.734383764,0.382616204,0.52480871,0.325850531,0.75147078,0.208308479,0.970729072,?,0.833691145,0.330409794,0.380608381,0.420385991
0.022257888,0.27886957,0.949776641,?,?,?,0.541328005,?,?,0.624236767,0.80057635,0.422260263
0.154288183,0.480567885,0.132408378,0.52126368,0.526989543,0.668896522,0.727562611,0.967887967,0.420797084,0.794167546,0.414654107,0.422826216
0.944935014,0.741989706,0.669009316,0.025483277,0.463072362,0.667619144,?,?,0.65991956,?,0.630394222,0.423783564
?,0.351347284,0.579047712,0.74000697,?,0.337138481,0.909415796,?,0.296442223,0.333456722,0.931977869,0.424266974
0.792185895,?,0.10996202,0.436597904,0.558693534,0.614517224,0.391786239,0.243434542,0.263587924,0.075191083,0.649399669,0.424790515
0.447896214,0.380391796,0.243234376,0.199273534,0.581927463,?,0.088068484,0.205992306,0.230206956,?,0.555809735,0.426099926
0.858491787,0.018483212,?,0.775644296,0.184293683,0.947160177,0.433656188,0.84023315,0.309620078,0.452505649,0.662892959,0.426239271
0.257473476,?,?,0.222123277,0.342409858,0.798635621,0.790476515,0.887514044,?,?,?,0.42829883
0.509482166,0.685681018,0.321714639,0.907723211,0.175897511,?,0.268487762,0.009525538,0.846280087,?,0.947268643,0.43082857
0.12567238,0.893298912,0.232899651,0.561476051,0.037779013,0.250087525,?,0.315730942,0.8209621,0.203665548,0.512466914,0.432179212
0.494910407,0.682413542,0.410470924,0.495974752,0.290698433,?,0.657720654,0.56016091,0.184690694,?,0.305616928,0.43710611
0.774276981,0.016258398,0.326344521,0.946029574,?,0.025447564,0.677154387,0.288020408,0.957875541,0.133260117,0.535651252,0.43729814
0.75641823,0.96505276,0.498670033,0.378906014,0.134867065,?,0.876090829,0.851357765,0.98925062,0.428042082,?,0.440192274
?,?,0.754019421,0.860256198,0.977612691,0.294577631,0.057509323,0.836800041,0.068491132,0.074062199,?,0.440504365
?,?,0.704617886,?,0.094286666,?,?,0.160385426,0.7927238,?,?,0.440974715
?,0.630942947,0.704061328,0.483895118,0.547575726,0.373051443,0.608826745,0.29544451,0.783236401,0.742474755,0.051657323,0.44270749
0.263711876,0.24842793,0.741604021,0.380549997,?,0.409489327,0.276546372,0.39329948,0.163615715,0.266284358,0.339106894,0.445987499
0.093070883,?,0.558421955,?,0.739228171,?,0.075178922,0.965399093,0.235403894,0.74281969,0.814295746,0.447327535
0.988654598,0.860798955,0.503798843,0.703940578,0.130416927,?,0.633601031,0.299184508,0.332785212,0.43311397,0.721487611,0.448701572
0.712237903,?,0.994894197,0.491796954,0.65731997,0.907965667,?,?,0.802517073,?,0.130106518,0.448996773
0.54504609,0.555983943,?,?,0.347733506,?,0.923571769,0.323317082,?,0.918280282,0.478385213,0.449728616
0.580504097,0.949623584,0.765344823,0.462426805,?,?,0.594418508,0.005438209,0.792999736,0.345251147,0.380954377,0.450283618
0.397214631,0.990342463,0.572917492,0.673115753,0.04885754,0.446015134,0.425062027,?,?,0.589984661,0.451751746,0.45692967
0.159423163,0.740343451,0.931762477,?,0.085177372,0.648195327,?,0.372090095,?,?,0.666543622,0.457035519
0.544505001,0.129448234,0.824362103,?,?,?,0.732714443,0.001172424,0.559513995,0.004803566,0.45103504,0.458372666
0.851269453,0.45484193,0.286778194,0.04994465,0.251556056,0.131677661,0.154910813,0.330159866,0.501456208,0.107739901,0.864372002,0.459232157
0.59156404,0.926364801,0.36513909,0.631104483,0.608658359,0.953026607,0.712324809,0.892289715,0.275912575,?,0.434765029,0.459524575
?,0.082754285,0.519630962,0.120610373,0.150116266,0.580288284,0.75168116,0.347372335,0.169408728,0.302808334,?,0.462139403
0.288185084,0.052047848,0.550145976,?,0.644060366,0.701389482,0.957291239,0.760763525,0.762026835,0.144609057,?,0.462775057
0.232559385,0.086340329,0.245545518,?,?,0.25350257,0.18783723,0.581443323,0.288987142,0.094201254,0.748240083,0.463166521
0.966084472,0.737197128,0.172025557,0.638590764,0.546005686,0.348663355,?,0.393402189,0.459950384,0.880854245,0.015011315,0.463985648
0.524473331,0.783027064,0.072743682,0.652257416,0.037896581,0.659386198,0.30993422,0.027844413,0.40546809,?,0.5503122,0.464192954
?,0.729173732,0.394697216,0.528751545,0.85615866,0.593380309,?,0.641265979,0.200524452,0.971691141,0.385574427,0.465927496
0.352762059,0.976713099,0.889114278,0.960159319,0.145501792,0.331908979,0.92892649,0.03780086,0.432379559,0.190384648,?,0.467492095
0.124306915,0.682984757,?,0.733866146,0.821627961,?,?,0.081671609,0.178204961,0.025997235,0.022396273,0.468377799
0.815327414,0.127882449,0.148540133,0.120178091,0.514109038,0.798402783,?,0.568764121,0.770321261,0.160252365,0.198855851,0.46927679
0.243503087,0.231824724,0.452391941,0.771378338,0.720449324,0.741235349,0.32046499,?,0.625985945,?,0.227321679,0.46987866
0.094868767,0.791752176,?,0.568396366,0.460364985,0.323820446,0.070332162,0.173144651,0.619425676,?,?,0.470043408
?,0.210213544,0.090776133,?,0.650399453,?,0.331865248,0.516490202,0.819332165,?,0.298469485,0.470476007
0.195442429,0.036086962,0.480570666,0.341269227,0.757982166,0.981991303,0.663135733,0.004094964,0.739839394,0.910255169,0.289789953,0.470631249
0.432425195,?,?,0.6888037,?,0.392002504,0.515294691,0.928081983,?,?,0.274455478,0.470963131
0.802844295,0.897761828,0.346721512,?,?,0.782335117,0.062414956,0.296275315,0.088971254,0.259512784,0.569423382,0.472506928
0.329820321,0.098763133,0.67984313,?,0.031429241,0.767411227,0.260621945,0.751287842,?,?,0.307989933,0.473293773
0.902551883,0.841651787,?,0.41767206,?,0.838211816,?,0.844861089,0.991636944,0.206595707,0.456378584,0.473397018
0.505418691,0.786564061,0.264982028,0.067746052,0.130052314,0.528742468,0.366757737,0.193398395,0.405802754,0.242585184,0.776600654,0.481167661
0.738707562,?,?,0.811366842,0.850636532,0.596257134,?,?,0.656211121,?,0.238597418,0.482046344
0.761637004,?,?,0.470997181,0.669871338,0.041283511,0.786462082,0.827997812,0.901455263,0.038379265,0.224660314,0.483025248
?,0.020839158,0.310235266,0.628596275,?,0.794021965,0.025779114,?,?,?,0.422203746,0.483590432
0.781738183,0.788978809,0.049325226,?,?,0.355021826,0.084582222,0.235306209,0.827715799,0.982251456,0.171035502,0.484793884
0.030274156,0.345200296,?,?,0.024364897,0.385551347,0.213687372,0.346965453,?,0.605904066,0.543888065,0.485843125
0.11975874,0.374969442,0.627355425,0.53073018,0.533208751,0.616658207,0.440580362,0.962959208,0.209972184,0.756168288,0.945677726,0.488954892
0.380951622,0.32245031,0.529168253,0.561825447,0.911422368,?,0.114515183,0.913102319,0.618862112,?,0.005811587,0.490084507
0.646129443,0.499072864,0.540351813,0.762332749,0.720259093,0.402496377,0.142315131,?,0.926874896,?,0.28954524,0.490192905
0.645832377,0.107240056,0.385912398,0.74704261,0.332922645,0.671677913,0.459728178,?,0.210741263,0.114220116,0.01914157,0.496411597
0.631681592,0.20342848,?,0.778449066,0.88121946,0.239154535,0.100755202,0.760914837,0.836029095,0.199215473,0.718841773,0.499435548
?,0.595483808,0.250012227,?,0.708896092,0.617224099,0.778559059,?,0.777158124,0.331497349,?,0.499743825
0.560174909,?,0.547350084,0.973525983,0.300991345,0.220445015,?,0.612422551,0.573388754,0.583826705,0.479533905,0.500492791
0.155969664,0.830157383,0.380389487,0.532019253,0.935145668,0.921738462,0.992862224,0.907642529,0.426646892,0.681679433,?,0.501240551
0.402916588,?,0.961114115,0.8500714,0.560142827,0.709322509,0.813459286,0.285701602,0.165989475,0.779663011,0.53600077,0.503380436
0.028841416,0.376459417,?,0.63982758,?,?,?,0.522036452,0.589931001,0.880385371,0.874221125,0.504671267
0.928567978,?,0.330662577,?,0.458245115,0.918580064,?,0.57848844,0.766725576,0.451066753,0.673862197,0.504692822
0.192599782,0.629127271,0.687479131,0.319143897,0.13329186,0.569019818,0.78871092,0.339949791,0.724236237,0.771288217,0.539995005,0.506511548
0.548889209,0.871936572,0.907782209,?,0.777753244,0.383591934,0.707237865,?,0.028211608,0.66729421,0.346698088,0.506796513
0.741460233,0.932118305,0.064406768,0.551774946,0.592959934,0.309850021,0.290256824,?,0.788303573,0.575560521,0.299839016,0.507699257
?,?,0.558710051,0.019265414,0.791516669,0.627039841,0.937658997,0.195361064,0.648661233,0.056405808,0.17941637,0.511459263
0.574665334,0.407066083,?,0.068887251,0.202131745,?,0.467487264,0.806121426,0.235583162,0.916742369,0.424781894,0.514032646
?,0.116645075,0.80818054,?,0.304622624,0.043135697,0.42774853,0.177215024,0.279656863,?,0.822863043,0.51703413
0.387635139,0.204026815,0.291080299,0.677152161,?,0.554419807,0.920174013,0.841352437,0.608640953,0.60137189,?,0.519810519
0.109844993,0.870756807,0.010735413,0.407315096,0.555401794,0.243798467,0.973810896,?,0.806711799,?,0.391472393,0.522291776
0.875064109,0.326543179,0.263029411,0.153547985,0.148276759,0.601325512,0.512412799,0.689798674,0.011859165,0.864978386,0.855538968,0.525021208
0.870054881,0.33020176,0.858320797,0.019097524,0.790219442,0.445776887,?,0.05469958,?,0.790399651,0.089031002,0.526027087
0.985857096,0.532690975,0.341618243,0.903103643,0.08265676,0.958054559,0.682965399,?,?,0.630010951,0.109377619,0.526107221
0.896512029,0.586351128,0.008019307,0.203595005,0.485975489,0.817944187,?,0.313535086,0.925985315,0.61790253,0.812417384,0.527889787
0.860843179,?,0.358991394,?,0.25086742,0.099624525,0.768344294,0.023088032,0.120947805,0.818486673,0.915503349,0.529494063
0.707314917,0.243084361,0.339261677,?,0.887750488,?,0.685445403,0.567726088,?,0.250314226,0.294366204,0.529959402
?,0.18196201,0.951713176,0.062982912,?,0.048561714,?,0.861741764,0.829128132,0.86823737,?,0.532346718
?,0.30195427,0.953538896,0.612474448,0.689822426,0.705651226,?,0.274353603,0.360273683,0.890965008,0.58690534,0.532574108
0.636450245,0.352872655,?,0.642409929,0.811230704,0.272290025,0.231811716,0.489503554,0.314191236,0.138829645,0.654478586,0.534417407
0.217747447,0.179413247,0.107607169,0.687053034,?,?,0.965870006,?,0.171881421,0.911817389,0.716023852,0.535676984
0.222537991,0.256022223,0.115015945,?,0.450785354,0.885148687,0.645603008,0.20524682,0.970370016,0.278144748,0.674695782,0.535772206
0.375786833,0.649592356,?,0.339736761,0.92541177,0.863815553,0.637085094,0.394439905,0.611608481,0.093775625,0.858638676,0.537248971
0.820682864,0.62214042,0.756327756,0.715209128,?,0.961668923,0.122438993,0.73670504,?,0.328483952,0.887408224,0.538978331
0.110823324,0.269972664,0.833208202,0.252251788,0.312736152,0.795800753,0.357617681,0.672609527,0.538981667,0.970954734,0.43499993,0.541745468
0.731205959,0.976148052,0.520043952,0.822595824,0.993142382,?,0.896567549,0.808894875,0.029733524,0.278263878,0.29442361,0.543863814
0.281864425,?,0.065075877,0.87370886,?,0.34497419,?,0.051616934,0.34094604,0.528028318,0.626661582,0.546405349
0.627431574,0.291642147,?,0.91302783,0.909743584,0.546232008,0.78148289,0.711180817,?,0.554578182,?,0.549055429
0.565695753,0.772976837,0.22978837,0.429937266,0.689988529,0.953649252,?,0.028789455,0.403740897,0.101847344,?,0.551554851
0.654813147,0.36151617,0.691045083,0.404155641,0.168390936,0.954127285,0.274787097,0.887026367,?,0.05177278,0.461126001,0.551587525
